kanji,furigana,meaning,tags,guid,romaji,hanviet
クーラー,クーラー,air conditioner,JLPT JLPT_2,m[g>=z]wN/,kuuraa,
区域,くいき,"zone, district, area",JLPT JLPT_2,fYQq7`cNuc,kuiki,KHU VỰC
空～,くう～,empty ~,JLPT JLPT_2,A&!JE@t/D3,kuu~,KHÔNG
偶数,ぐうすう,even number,JLPT JLPT_2,"iw7<JlzmC,",guusuu,NGẪU SỔ
空想,くうそう,"daydream, fantasy",JLPT JLPT_2,H5ov7CW8[y,kuusou,KHÔNG TƯỞNG
空中,くうちゅう,"sky, air",JLPT JLPT_2,A;^pVv^)~a,kuuchuu,KHÔNG TRUNG
釘,くぎ,nail,JLPT JLPT_2,Gb>Lz*bq3+,kugi,ĐINH
区切る,くぎる,"to punctuate, to cut off, to mark off",JLPT JLPT_2,s|j=prYd&B,kugiru,KHU THIẾT
櫛,くし,comb,JLPT JLPT_2,dzg}!o26=),kushi,TRẤT
くしゃみ,くしゃみ,sneeze,JLPT JLPT_2,jgl;4q1>wE,kushami,
苦情,くじょう,"complaint, grievance, grumble",JLPT JLPT_2,"GDdlB.2)],",kujou,KHỔ TÌNH
苦心,くしん,"pain, trouble",JLPT JLPT_2,scKS9[]M|w,kushin,KHỔ TÂM
屑,くず,"waste, scrap",JLPT JLPT_2,BqN1|GlY;b,kuzu,TIẾT
崩す,くずす,"to destroy, to make change (money)",JLPT JLPT_2,m%M5UejA$^,kuzusu,BĂNG
薬指,くすりゆび,ring finger,JLPT JLPT_2,lPy;T<L~6G,kusuriyubi,DƯỢC CHỈ
崩れる,くずれる,"to collapse, to crumble",JLPT JLPT_2,cC8vUqHlPz,kuzureru,BĂNG
砕く,くだく,"to break, to smash",JLPT JLPT_2,wiAgy$Rvgg,kudaku,TOÁI
砕ける,くだける,"to break, to be broken",JLPT JLPT_2,I_dH|P3phU,kudakeru,TOÁI
くたびれる,くたびれる,"to get tired, to wear out",JLPT JLPT_2,G(IR)z:5pO,kutabireru,
くだらない,くだらない,"good-for-nothing, stupid, worthless",JLPT JLPT_2,"A~U,=Hx4eT",kudaranai,
下る,くだる,"to descend, to go down, to come down",JLPT JLPT_2,x;r#pjjP.D,kudaru,HẠ
唇,くちびる,lip,JLPT JLPT_2,Ojx~b|>9H|,kuchibiru,THẦN
口紅,くちべに,lipstick,JLPT JLPT_2,tS@_TWWY!2,kuchibeni,KHẨU HỒNG
くっつく,くっつく,"to adhere to, to keep close to",JLPT JLPT_2,oS}[QfJCGM,kuttsuku,
くっつける,くっつける,to attach,JLPT JLPT_2,oyj+vcm-!3,kuttsukeru,
くどい,くどい,"verbose, importunate, heavy (taste)",JLPT JLPT_2,"hrEZ=;H,}N",kudoi,
句読点,くとうてん,punctuation marks,JLPT JLPT_2,l-RV08NZgs,kutouten,CÚ ĐỘC ĐIỂM
配る,くばる,"to distribute, to deliver",JLPT JLPT_2,lXb3hdtDlZ,kubaru,PHỐI
工夫,くふう,"device, artifice, ingenuity",JLPT JLPT_2,H+)pz^uf{J,kufuu,CÔNG PHU
区分,くぶん,"division, section, classification",JLPT JLPT_2,F<dg-k3#W>,kubun,KHU PHÂN
組合せ,くみあわせ,combination,JLPT JLPT_2,Bg89BEb&%-,kumiawase,TỔ HỢP
組み立てる,くみたてる,"to assemble, to set up, to construct",JLPT JLPT_2,v|l>4TT$)t,kumitateru,TỔ LẬP
悔やむ,くやむ,"to regret, to mourn",JLPT JLPT_2 Intermediate_Japanese Intermediate_Japanese_Ln.11,H!N`qFr_#7,kuyamu,HỐI
クリーニング,クリーニング,"cleaning, dry cleaning, laundry service",JLPT JLPT_2,i[]|N=O%MV,kuriiningu,
くるむ,くるむ,"to be enveloped by, to wrap up",JLPT JLPT_2,"BR}5xbe,nI",kurumu,
くれぐれも,くれぐれも,"repeatedly, sincerely, earnestly",JLPT JLPT_2,Fa/6^Kk;|O,kureguremo,
郡,ぐん,"district, county",JLPT JLPT_2,bbr::y1BwQ,gun,QUẬN
稽古,けいこ,"practice, training, study",JLPT JLPT_2,j8X.KY|=u:,keiko,KÊ CỔ
敬語,けいご,"honorific language (lit., respect language)",JLPT Intermediate_Japanese Genki_Ln.19 JLPT_2 Intermediate_Japanese_Ln.13 Genki,yjE)OYPe3Q,keigo,KÍNH NGỮ
蛍光灯,けいこうとう,fluorescent lamp,JLPT JLPT_2,"QTW-;W~W,r",keikoutou,HUỲNH QUANG ĐĂNG
形式,けいしき,"form, formality, format",JLPT JLPT_2,Ab_)N~*$PV,keishiki,HÌNH THỨC
継続,けいぞく,continuation,JLPT JLPT_2,CaHy~Z7JH4,keizoku,KẾ TỤC
毛糸,けいと,knitting wool,JLPT JLPT_2,Gb?267tT>>,keito,MAO MỊCH
経度,けいど,longitude,JLPT JLPT_2,Av7~pbz~Hq,keido,KINH ĐỘ
系統,けいとう,"system, genealogy",JLPT JLPT_2,Q-55n75c-r,keitou,HỆ THỐNG
芸能,げいのう,"public entertainment, performing arts",JLPT JLPT_2,f.Hh_!4j.),geinou,VÂN NĂNG
競馬,けいば,horse racing,JLPT JLPT_2,n:NmLS-y><,keiba,CẠNH MÃ
警備,けいび,"defense, guard, policing, security",JLPT JLPT_2,G/A=@_E]L],keibi,CẢNH BỊ
形容詞,けいようし,adjective,JLPT JLPT_2,cL`y[jUOq<,keiyoushi,HÌNH DUNG TỪ
形容動詞,けいようどうし,"adjectival noun, quasi-adjective",JLPT JLPT_2,uV+nfBdxmh,keiyoudoushi,HÌNH DUNG ĐỘNG TỪ
外科,げか,surgical department,JLPT JLPT_2,E>G.GzTwL/,geka,NGOẠI KHOA
毛皮,けがわ,"fur, skin, pelt",JLPT JLPT_2,c{EG;%-8)#,kegawa,MAO BÌ
激増,げきぞう,sudden increase,JLPT JLPT_2,yz;Sw2]1o2,gekizou,KÍCH TĂNG
下車,げしゃ,"alighting, getting off",JLPT JLPT_2,s3V^Z_7&3=,gesha,HẠ XA
下旬,げじゅん,month (last third of),JLPT JLPT_2,ydXtTo$/3C,gejun,HẠ TUẦN
下水,げすい,"drainage, sewage, ditch, gutter, sewerage",JLPT JLPT_2,kv>S4!V~UF,gesui,HẠ THỦY
削る,けずる,"to cut down little by little, to take a percentage",JLPT JLPT_2,"b>,#]bkBBs",kezuru,TƯỚC
桁,けた,"column, beam, digit",JLPT JLPT_2,h3Lj0KDxA;,keta,HÀNH
下駄,げた,"(Japanese footwear), wooden clogs",JLPT JLPT_2,Lsi@O2Lyg^,geta,HẠ ĐÀ
血圧,けつあつ,blood pressure,JLPT JLPT_2,gAl*9Gbi)S,ketsuatsu,HUYẾT ÁP
月給,げっきゅう,monthly salary,JLPT JLPT_2,HF>n5v#}UC,gekkyuu,NGUYỆT CẤP
傑作,けっさく,"masterpiece, best work",JLPT JLPT_2,Cv}k6t8gW-,kessaku,KIỆT TÁC
月末,げつまつ,end of the month,JLPT JLPT_2,yG[@;%)^%!,getsumatsu,NGUYỆT MẠT
気配,けはい,"indication, sign, hint",JLPT JLPT_2,vEl!:!Y]<7,kehai,KHÍ PHỐI
下品,げひん,"vulgar, indecent, coarse",JLPT JLPT_2,Mu42*K8+!p,gehin,HẠ PHẨM
下品(な),げひん(な),vulgar,JLPT JLPT_2,OV!SBP%Y;},gehin(na),HẠ PHẨM
煙い,けむい,smoky,JLPT JLPT_2,jZ9K)#wLUe,kemui,YÊN
険しい,けわしい,"steep, rugged; severe",JLPT JLPT_2,sL2hQ27Y;>,kewashii,HIỂM
現～,げん～,"present, incumbent",JLPT JLPT_2,j5m@yw%F5s,gen~,HIỆN
見学,けんがく,"tour, study by observation",JLPT JLPT_2,AGWPud)jCW,kengaku,KIẾN HỌC
謙虚,けんきょ,"modesty, humble",JLPT JLPT_2,dX|trSe.K0,kenkyo,KHIÊM HƯ
原稿,げんこう,"manuscript, copy",JLPT JLPT_2,tF(k44d8V3,genkou,NGUYÊN CẢO
原産,げんさん,place of origin,JLPT JLPT_2,oEB|tzMZJ~,gensan,NGUYÊN SẢN
原始,げんし,"origin, primeval",JLPT JLPT_2,omD?4Zjs@O,genshi,NGUYÊN THỦY
研修,けんしゅう,training,JLPT JLPT_2,GG4]qYN81r,kenshuu,NGHIÊN TU
厳重,げんじゅう,"strict, severe, firm",JLPT JLPT_2,v!xFiav6KX,genjuu,NGHIÊM TRỌNG
謙遜,けんそん,"humble, humility, modesty",JLPT JLPT_2,<K5$n`CYI,kenson,KHIÊM TỐN
県庁,けんちょう,prefectural office,JLPT JLPT_2,zvZL32PgqO,kenchou,HUYỆN SẢNH
限度,げんど,"limit, bounds",JLPT JLPT_2,JA`c9FaS}R,gendo,HẠN ĐỘ
現に,げんに,"actually, really",JLPT JLPT_2,"u,j=UO^+?,",genni,HIỆN
顕微鏡,けんびきょう,microscope,JLPT JLPT_2,sxMC{StEnT,kenbikyou,HIỂN VI KÍNH
懸命,けんめい,"eagerness, strenuous",JLPT JLPT_2,q]z=kgzWuF,kenmei,HUYỀN MỆNH
原理,げんり,"principle, theory, fundamental truth",JLPT JLPT_2,k&wukQ5nce,genri,NGUYÊN LÍ
原料,げんりょう,raw materials,JLPT JLPT_2,c@Y5nO/W2_,genryou,NGUYÊN LIÊU
碁,ご,go (board game),JLPT JLPT_2,rtF@zQN<F],go,KÌ
小～,こ～,small ~,JLPT JLPT_2,nc*Pi>[z&(,ko~,TIỂU
コース,コース,course,JLPT JLPT_2,oysa|(e$-M,koosu,
コーラス,コーラス,chorus,JLPT JLPT_2,Humxyi-3mI,koorasu,
恋しい,こいしい,"dear, beloved; to miss",JLPT JLPT_2,B6>l>%o=|:,koishii,LUYẾN
高～,こう～,high (level) ~,JLPT JLPT_2,D00VmIU)t|,kou~,CAO
工員,こういん,factory worker,JLPT JLPT_2,vkV[De+:pH,kouin,CÔNG VIÊN
強引,ごういん,"forcible, assertive, pushy",JLPT JLPT_2,sKp0o2A:hc,gouin,CƯỜNG DẪN
公害,こうがい,"public nuisance, pollution",JLPT JLPT_2,QpY.UtLIJ[,kougai,CÔNG HẠI
高級,こうきゅう,high class; first-rate,Intermediate_Japanese_Ln.6 JLPT_2 JLPT Intermediate_Japanese,ft;T5?9HzM,koukyuu,CAO CẤP
公共,こうきょう,"public, community, communal",JLPT JLPT_2,sgv0$[#74*,koukyou,CÔNG CỘNG
工芸,こうげい,industrial arts,JLPT JLPT_2,Bwh|-zOd@t,kougei,CÔNG VÂN
孝行,こうこう,filial piety,JLPT JLPT_2,qZRbxu/C>i,koukou,HIẾU HÀNH
交差,こうさ,cross,JLPT JLPT_2,"fDo8@&J]V,",kousa,GIAO SOA
講師,こうし,lecturer,JLPT_2 JLPT Intermediate_Japanese_Ln.15 Intermediate_Japanese,zd6hLYf74N,koushi,GIẢNG SƯ
工事,こうじ,construction work,JLPT JLPT_2,I]-Fc)+f`5,kouji,CÔNG SỰ
公式,こうしき,"formula, formality, official",JLPT JLPT_2,"nVcCuyV_X,",koushiki,CÔNG THỨC
口実,こうじつ,excuse,JLPT JLPT_2,f`zk^AisY[,koujitsu,KHẨU THỰC
こうして,こうして,"like this, with this",JLPT JLPT_2,ur#5.<4sqd,koushite,
校舎,こうしゃ,"school building, schoolhouse",JLPT JLPT_2,bX%cC*?a1%,kousha,GIÁO XÁ
公衆,こうしゅう,the public,JLPT JLPT_2,bE}u4]$3>(,koushuu,CÔNG CHÚNG
香水,こうすい,perfume,JLPT JLPT_2,o.:4b?]N+f,kousui,HƯƠNG THỦY
公正,こうせい,"justice, fairness, impartiality",JLPT JLPT_2,N@!)sH2_75,kousei,CÔNG CHÁNH
功績,こうせき,"achievements, merit",JLPT JLPT_2,OI:=[B.(~f,kouseki,CÔNG TÍCH
光線,こうせん,"beam, light ray",JLPT JLPT_2,ter3YDX-e<,kousen,QUANG TUYẾN
高層,こうそう,"tall, high rise",JLPT JLPT_2,AyG~sZay?6,kousou,CAO TẰNG
構造,こうぞう,"structure, construction",JLPT JLPT_2,hQ&6u.oz?k,kouzou,CẤU TẠO
交替,こうたい,"change, relief, alteration",JLPT JLPT_2,MK%iQJeoa*,koutai,GIAO THẾ
交代,こうたい,"alternation, change, relief, relay, shift, substitution (sports, etc.), taking turns",JLPT JLPT_2,f~GJ18sE+w,koutai,GIAO ĐẠI
耕地,こうち,arable land,JLPT JLPT_2,k*|BtPi.!l,kouchi,CANH ĐỊA
交通機関,こうつうきかん,transportation facilities,JLPT JLPT_2,uNV6#=3}0=,koutsuukikan,GIAO THÔNG CƠ QUAN
校庭,こうてい,school yard,JLPT JLPT_2,w[Wu+:]Zss,koutei,GIÁO ĐÌNH
肯定,こうてい,"positive, affirmation",JLPT JLPT_2,oZ3[Bf(H{{,koutei,KHẲNG ĐỊNH
高度,こうど,"altitude, height; advanced",JLPT JLPT_2,CQAS#*&&=/,koudo,CAO ĐỘ
高等,こうとう,"high class, high grade",JLPT JLPT_2,dbk]Zc:3rz,koutou,CAO ĐẲNG
合同,ごうどう,"combination, incorporation",JLPT JLPT_2,c!+-6kS6~S,goudou,HỢP ĐỒNG
高等学校,こうとうがっこう,senior high school,JLPT JLPT_2,k>`;igc0Pv,koutougakkou,CAO ĐẲNG HỌC GIÁO
公表,こうひょう,"official announcement, proclamation",JLPT JLPT_2,Frp(j`FqPK,kouhyou,CÔNG BIỂU
鉱物,こうぶつ,mineral,JLPT JLPT_2,"g7V_q,WB=T",koubutsu,KHOÁNG VẬT
公務,こうむ,"official business, public business",JLPT JLPT_2,ph__$$f`>`,koumu,CÔNG VỤ
項目,こうもく,item,JLPT JLPT_2,IR)]Uw=>ew,koumoku,HẠNG MỤC
紅葉,こうよう,fall colors (of leaves),Intermediate_Japanese_Ln.4 JLPT JLPT_2 Intermediate_Japanese,QVPJ]RT}3i,kouyou,HỒNG DIỆP
こうよう もみじ,こうよう もみじ,(Japanese) maple,JLPT JLPT_2,jyNUL2Cq@*,kouyou momiji,
合理,ごうり,rational,JLPT JLPT_2,i7M&H:#flC,gouri,HỢP LÍ
交流,こうりゅう,exchange; alternating current,JLPT JLPT_2,QGlx1yaY72,kouryuu,GIAO LƯU
合流,ごうりゅう,"confluence, merge, join",JLPT JLPT_2,FQa#d;SBEZ,gouryuu,HỢP LƯU
効力,こうりょく,"effect, efficacy",JLPT JLPT_2,m[c_>TpG7t,kouryoku,HIỆU LỰC
焦がす,こがす,"to burn, to scorch",JLPT JLPT_2,DR^K9TVHMB,kogasu,TIÊU
国王,こくおう,king,JLPT JLPT_2,CA0:(YU5WC,kokuou,QUỐC VƯƠNG
こくせき,こくせき,nationality,JLPT JLPT_2,Ew(}`1|Q5L,kokuseki,
国立,こくりつ,national,JLPT JLPT_2,n0&v0]`V#?,kokuritsu,QUỐC LẬP
ご苦労様,ごくろうさま,Thank you for your hard work,JLPT JLPT_2,t%p^_:OJ|i,gokurousama,KHỔ LAO DẠNG
焦げる,こげる,"to burn, to be burned",JLPT JLPT_2,inwlPXnA$z,kogeru,TIÊU
凍える,こごえる,"to freeze, to be chilled, to be frozen",JLPT JLPT_2,L+KY/9pga6,kogoeru,ĐỐNG
心当たり,こころあたり,"having some knowledge of, happening to know",JLPT JLPT_2,d$_UA7~;A},kokoroatari,TÂM ĐƯƠNG
心得る,こころえる,"to understand, to have thorough knowledge",JLPT JLPT_2,nby@b2~VRE,kokoroeru,TÂM ĐẮC
腰掛け,こしかけ,"seat, bench",JLPT JLPT_2,B.?hce;|M.,koshikake,YÊU QUẢI
腰掛,こしかけ,"seat, bench",JLPT JLPT_2,E&fvprgdQl,koshikake,YÊU QUẢI
腰掛ける,こしかける,to sit (down),JLPT JLPT_2,C/%Q;o7b11,koshikakeru,YÊU QUẢI
五十音,ごじゅうおん,the Japanese syllabary,JLPT JLPT_2,jxVh59#|-M,gojuuon,NGŨ THẬP ÂM
こしらえる,こしらえる,"to make, to manufacture",JLPT JLPT_2,i-3W|?L%O1,koshiraeru,
擦る,こする,"to rub, to chafe, to file, to frost (glass), to strike (match)",JLPT JLPT_2,P#|X3kVk2a,kosuru,SÁT
個体,こたい,an individual,JLPT JLPT_2,K@FOqw]g/=,kotai,CÁ THỂ
ごちそうさま,ごちそうさま,Thank you for the meal,JLPT JLPT_2,Jul:^;Dy``,gochisousama,
こちらこそ,こちらこそ,it is I who should say so,JLPT JLPT_2,B-I}wWoF~[,kochirakoso,
小遣い,こづかい,"pocket money, allowance",JLPT JLPT_2,Mi}UDGGnPb,kozukai,TIỂU KHIỂN
コック,コック,"cook; tap, cock",JLPT JLPT_2,IM?]qPl^[d,kokku,
こっそり,こっそり,"stealthily, secretly",JLPT JLPT_2,o.yZt_~llY,kossori,
古典,こてん,"classics, classic",JLPT JLPT_2,"o,g/8g3=5w",koten,CỔ ĐIỂN
言付ける,ことづける,to leave a message,JLPT JLPT_2,kGvj%:f4#<,kotozukeru,NGÔN PHÓ
言葉遣い,ことばづかい,"speech, expression, wording",JLPT JLPT_2,I8U([];a3j,kotobazukai,NGÔN DIỆP KHIỂN
こないだ,こないだ,"the other day, lately, recently",JLPT JLPT_2,JgsjMc&2iB,konaida,
御無沙汰,ごぶさた,not writing or contacting for a while,JLPT JLPT_2,h*n>sYK!3z,gobusata,NGỰ VÔ SA THÁI
ゴム,ゴム,"gum, rubber",JLPT JLPT_2,oFg|-D}k2~,gomu,
御免,ごめん,"declining (something); pardon, sorry",JLPT JLPT_2,o2=%ufIq+G,gomen,NGỰ MIỄN
ごめんください,ごめんください,"May I come in, Is anyone here",JLPT JLPT_2,guZ7b6UJ;s,gomenkudasai,
小指,こゆび,little finger,JLPT JLPT_2,l.YopEDJ!I,koyubi,TIỂU CHỈ
堪える,こらえる,"to bear, to endure, to put up with",JLPT JLPT_2,hM1GeQIR^s,koraeru,KHAM
娯楽,ごらく,"pleasure, amusement, recreation",JLPT JLPT_2,tFNg*5LjGq,goraku,NGU LẠC
御覧,ごらん,"(hon.) look, inspection, try",JLPT JLPT_2,pLv<:y@zpf,goran,NGỰ LÃM
コレクション,コレクション,collection; correction,JLPT JLPT_2,H}>p%NJ>aq,korekushon,
転がす,ころがす,to roll,JLPT JLPT_2,d5Iyiq5t}5,korogasu,CHUYỂN
転がる,ころがる,"to roll, to tumble",JLPT JLPT_2,u0s)#a{$F&,korogaru,CHUYỂN
紺,こん,"navy blue, deep blue",JLPT JLPT_2 Intermediate_Japanese_Ln.9 Intermediate_Japanese,P;kAa8K;qq,kon,CÁM
今～,こん～,"this, current",JLPT JLPT_2,"lXSg,J@v4n",kon~,KIM
コンクール,コンクール,contest (FRE: concours),JLPT JLPT_2,O:S`(}<v)K,konkuuru,
コンクリート,コンクリート,concrete,JLPT JLPT_2,lEhN4;/BMM,konkuriito,
混合,こんごう,"mixing, mixture",JLPT JLPT_2,IMB+$DZG1H,kongou,HỖN HỢP
コンセント,コンセント,consent; power outlet,JLPT JLPT_2,d{^OuMbhJw,konsento,
献立,こんだて,menu,JLPT JLPT_2,Nuu_A~-?pe,kondate,HIẾN LẬP
こんばんは,こんばんは,good evening,JLPT JLPT_2,lL0e]&K7U?,konbanha,
サークル,サークル,"circle, sports club (e.g., at a company)",JLPT JLPT_2,H[N:3J2F+>,saakuru,
再～,さい～,re ~,JLPT JLPT_2,eK[KX|A&U*,sai~,TÁI
最～,さい～,the most ~,JLPT JLPT_2,ry(m3m#pOU,sai~,TỐI
在学,ざいがく,(enrolled) in school,JLPT JLPT_2,b)R1W8]IN[,zaigaku,TẠI HỌC
再三,さいさん,"again and again, repeatedly",JLPT JLPT_2,yXL@E3-qW),saisan,TÁI TAM
祭日,さいじつ,"national holiday, festival day",JLPT JLPT_2,Ol|U}K0|@/,saijitsu,TẾ NHẬT
催促,さいそく,"demand, urge (action), press for",JLPT JLPT_2,w[uz5KW1#O,saisoku,THÔI XÚC
採点,さいてん,"marking, grading",JLPT JLPT_2,cf[<`dEms.,saiten,THẢI ĐIỂM
災難,さいなん,"calamity, misfortune",JLPT JLPT_2,t+<u_pEc%l,sainan,TAI NAN
裁縫,さいほう,sewing,JLPT JLPT_2,l5uxjaa~([,saihou,TÀI PHÙNG
材木,ざいもく,"lumber, timber",JLPT JLPT_2,C^wcz[@i~I,zaimoku,TÀI MỘC
サイレン,サイレン,siren,JLPT JLPT_2,GcBu%p~IY},sairen,
逆さ,さかさ,"reverse, upside down",JLPT JLPT_2,Qv$@Ku&bq3,sakasa,NGHỊCH
逆様,さかさま,"reverse, upside down",JLPT JLPT_2,Kss4zt#UsY,sakasama,NGHỊCH DẠNG
捜す,さがす,"to search, to seek, to look for",JLPT JLPT_2,Id5DHZywm4,sagasu,SƯU
遡る,さかのぼる,"to go back, to date back; ascend",JLPT JLPT_2,Eh_na+J@mx,sakanoboru,TỐ
酒場,さかば,"bar, bar-room",JLPT JLPT_2,5|=y]wzJ!,sakaba,TỬU TRÀNG
一昨昨日,さきおととい,"two days before yesterday, three days ago",JLPT JLPT_2,Gdz+)4!X77,sakiototoi,NHẤT TẠC TẠC NHẬT
先程,さきほど,a little while ago,JLPT JLPT_2,olU114Wmm^,sakihodo,TIÊN TRÌNH
索引,さくいん,"index, indices",JLPT JLPT_2,v|4{<K[((2,sakuin,TÁC DẪN
作者,さくしゃ,"author, artist",JLPT JLPT_2,rc*1{`F2s[,sakusha,TÁC GIẢ
削除,さくじょ,"elimination, deletion",JLPT JLPT_2,w?HDbz0CK?,sakujo,TƯỚC TRỪ
作成,さくせい,"creation, preparation, to make",JLPT JLPT_2,etM+H9CoJX,sakusei,TÁC THÀNH
作製,さくせい,"manufacture, production",JLPT JLPT_2,Dc+`_1Q;zM,sakusei,TÁC CHẾ
探る,さぐる,"to search, to look for, investigate",JLPT JLPT_2,ez.n0eIW>4,saguru,THAM
囁く,ささやく,"to whisper, to murmur",JLPT JLPT_2,k[yB!L/Yv(,sasayaku,CHIẾP
刺さる,ささる,"to stick, to be stuck",JLPT JLPT_2,di2BW%43-n,sasaru,THỨ
匙,さじ,spoon,JLPT JLPT_2,ggmZY%(nJ!,saji,THI
座敷,ざしき,tatami room,JLPT JLPT_2,gHE$Jut%a_,zashiki,TỌA PHU
差し支え,さしつかえ,"hindrance, impediment",JLPT JLPT_2,qX^cb43pTg,sashitsukae,SOA CHI
差し引き,さしひき,"deduction, balance",JLPT_1 JLPT JLPT_2,"n;eVw.,_?J",sashihiki,SOA DẪN
刺身,さしみ,sliced raw fish,JLPT JLPT_2,o-]lrw>z:B,sashimi,THỨ THÂN
刺す,さす,"to pierce, to stab, to prick, to thrust",JLPT JLPT_2,A0r!%n.b)E,sasu,THỨ
流石,さすが,"indeed, truly, as one would expect",JLPT JLPT_2,gcnvOm#<j9,sasuga,LƯU THẠCH
撮影,さつえい,photographing,JLPT JLPT_2,G!OhK*g%$p,satsuei,TOÁT ẢNH
雑音,ざつおん,"noise (jarring, grating)",JLPT JLPT_2,o!*<keFQ(,zatsuon,TẠP ÂM
さっさと,さっさと,quickly,JLPT JLPT_2,s%v?jJ#PZ?,sassato,
早速,さっそく,"at once, immediately, promptly",JLPT JLPT_2,rf6~4qt=M6,sassoku,TẢO TỐC
錆,さび,rust (color),JLPT JLPT_2,d#S^BY##3K,sabi,
錆びる,さびる,"to rust, to become rusty",JLPT JLPT_2,C(}#^wxuf~,sabiru,
座布団,ざぶとん,cushion (Japanese),JLPT JLPT_2,gUF`H{-)g*,zabuton,TỌA BỐ ĐOÀN
妨げる,さまたげる,"to disturb, to prevent",JLPT JLPT_2,G7Hja9s=#I,samatageru,PHƯƠNG
さようなら,さようなら,good-bye,JLPT JLPT_2,C7QcXl{kSl,sayounara,
サラリーマン,サラリーマン,salaryman; company employee,Genki_Ln.17 JLPT JLPT_2 Genki,u[I9*22.YA,sarariiman,
騒がしい,さわがしい,noisy,JLPT JLPT_2,&bX;1oe0.,sawagashii,TAO
さわやか,さわやか,"fresh, refreshing",JLPT JLPT_2,b-&ZHIB(b],sawayaka,
三角,さんかく,"triangle, triangular",JLPT JLPT_2,g[NvO}S(1/,sankaku,TAM GIÁC
算数,さんすう,arithmetic,JLPT JLPT_2,Lv{*x9Ct]q,sansuu,TOÁN SỔ
酸性,さんせい,acidity acidic,JLPT JLPT_2,=WeA@3?3F,sansei,TOAN TÍNH
産地,さんち,producing area,JLPT JLPT_2,kpOhDuN0^l,sanchi,SẢN ĐỊA
サンプル,サンプル,sample,JLPT JLPT_2,qFsr;i5_z<,sanpuru,
山林,さんりん,mountain forest,JLPT JLPT_2,LBW4R6~{r},sanrin,SAN LÂM
シーズン,シーズン,season (sporting),JLPT JLPT_2,IARwo(E^_$,shiizun,
シーツ,シーツ,sheet,JLPT JLPT_2,tb>Ty8@c:P,shiitsu,
仕上がる,しあがる,to be finished,JLPT JLPT_2,L*U(LWwN%j,shiagaru,SĨ THƯỢNG
明明後日,しあさって,two days after tomorrow,JLPT JLPT_2,p^=QyTJ7@c,shiasatte,MINH MINH HẬU NHẬT
寺院,じいん,temple,JLPT JLPT_2,w+~OO%V(dB,jiin,TỰ VIỆN
しいんと (する),しいんと (する),"silent (as the grave), (deathly) quiet",JLPT JLPT_2,GmX&j]f:`Y,shiinto (suru),
自衛,じえい,self-defense,JLPT JLPT_2,Fd@~(E2C4&,jiei,TỰ VỆ
塩辛,しおから,salty (taste),JLPT JLPT_2,r[SoJ]i|V1,shiokara,DIÊM TÂN
塩辛い,しおからい,salty (taste),JLPT JLPT_2,KK5?3S-Og),shiokarai,DIÊM TÂN
司会,しかい,"host, chairperson",JLPT JLPT_2,"gh[FPAuk7,",shikai,TI HỘI
しかく しかくい,しかく しかくい,square,JLPT JLPT_2,cVBHdh5c]d,shikaku shikakui,
四角い,しかくい,square,JLPT JLPT_2,liXo^C-VTz,shikakui,TỨ GIÁC
仕方がない,しかたがない,"it can't be helped, it's inevitable",JLPT JLPT_2,cRtc^s*^ci,shikataganai,SĨ PHƯƠNG
時間割,じかんわり,"timetable, schedule",JLPT JLPT_2,mSn8*?kmA+,jikanwari,THÌ GIAN CÁT
四季,しき,four seasons,JLPT JLPT_2,j=w0weSQi),shiki,TỨ QUÝ
敷地,しきち,site,JLPT JLPT_2,t=sgg6orFn,shikichi,PHU ĐỊA
敷く,しく,"to spread out, to lay out",JLPT JLPT_2,hY&B~>la@q,shiku,PHU
茂る,しげる,to grow thick,JLPT JLPT_2,y~9GLud1<c,shigeru,MẬU
持参,じさん,"bringing, taking, carrying",JLPT JLPT_2,uJOaLu{Ti(,jisan,TRÌ THAM
磁石,じしゃく,magnet,JLPT JLPT_2,e]r5-RFRmm,jishaku,TỪ THẠCH
四捨五入,ししゃごにゅう,rounding up (fractions),JLPT JLPT_2,w6=>W+1pkD,shishagonyuu,TỨ XÁ NGŨ NHẬP
始終,しじゅう,"continuously, always, constantly",JLPT JLPT_2,HB8Y[u1tjN,shijuu,THỦY CHUNG
自習,じしゅう,self-study,JLPT JLPT_2 Intermediate_Japanese_Ln.13 Intermediate_Japanese,iZw[Yfn@{a,jishuu,TỰ TẬP
静まる,しずまる,"to quieten down, to calm down",JLPT JLPT_2,A~fP.]oCg-,shizumaru,TĨNH
姿勢,しせい,attitude; posture,JLPT JLPT_2,lp[GD#kfJS,shisei,TƯ THẾ
自然科学,しぜんかがく,natural science,JLPT JLPT_2,w27iZU{YJD,shizenkagaku,TỰ NHIÊN KHOA HỌC
時速,じそく,speed (per hour),JLPT JLPT_2,q>FyJWeavm,jisoku,THÌ TỐC
子孫,しそん,"descendant, offspring",JLPT JLPT_2,egUI-y7^J$,shison,TỬ TÔN
死体,したい,corpse,JLPT JLPT_2,O;LU1cw%r-,shitai,TỬ THỂ
下書き,したがき,"rough copy, draft",JLPT JLPT_2,y{OC~2tpj{,shitagaki,HẠ THƯ
